customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,segment,region
C007626,56,100,9153.25,1,1,1,111,Potential,CHITTAGONG
C007627,142,98,10525.5,1,1,2,112,Potential,DHAKA
C007628,2,122,11081.0,5,5,3,553,Loyal,DHAKA
C007629,56,107,11027.75,1,3,2,132,Potential,DHAKA
C007630,10,114,11231.25,4,4,3,443,Loyal,BARISAL
C007631,9,88,8108.5,4,1,1,411,Hibernating,DHAKA
C007632,7,121,13347.75,4,5,5,455,Champion,DHAKA
C007633,4,84,8590.5,5,1,1,511,Hibernating,SYLHET
C007634,31,91,9155.5,2,1,1,211,Hibernating,RAJSHAHI
C007635,62,110,9806.5,1,3,1,131,Potential,RAJSHAHI
C007636,10,122,14434.5,4,5,5,455,Champion,DHAKA
C007637,33,98,9728.75,2,1,1,211,Hibernating,RAJSHAHI
C007638,2,120,12290.5,5,5,4,554,Champion,KHULNA
C007639,10,115,12323.0,4,4,4,444,Champion,CHITTAGONG
C007640,12,105,12006.75,4,2,4,424,Hibernating,RANGPUR
C007641,3,114,12256.75,5,4,4,544,Champion,RANGPUR
C007642,36,107,9796.5,2,3,1,231,Hibernating,RANGPUR
C007643,7,94,9874.5,4,1,1,411,Hibernating,DHAKA
C007644,101,100,10632.75,1,1,2,112,Potential,RAJSHAHI
C007645,5,89,8888.75,5,1,1,511,Hibernating,DHAKA
C007646,5,111,12108.25,5,3,4,534,Loyal,BARISAL
C007647,14,92,9947.5,3,1,1,311,Hibernating,DHAKA
C007648,55,103,9910.75,1,2,1,121,Potential,CHITTAGONG
C007649,32,117,12317.0,2,4,4,244,Hibernating,DHAKA
C007650,5,97,9288.25,5,1,1,511,Hibernating,CHITTAGONG
C007651,3,97,9786.25,5,1,1,511,Hibernating,DHAKA
C007652,6,114,11398.5,5,4,3,543,Loyal,KHULNA
C007653,2,113,11090.75,5,4,3,543,Loyal,RAJSHAHI
C007654,2,120,11679.0,5,5,3,553,Loyal,RAJSHAHI
C007655,8,119,12294.5,4,5,4,454,Champion,RAJSHAHI
C007656,7,109,11902.5,4,3,4,434,Loyal,DHAKA
C007657,17,102,12058.25,3,2,4,324,Hibernating,CHITTAGONG
C007658,37,111,14034.75,2,3,5,235,Hibernating,KHULNA
C007659,14,107,9574.25,3,3,1,331,Loyal,KHULNA
C007660,29,87,8277.5,2,1,1,211,Hibernating,DHAKA
C007661,18,115,11365.75,3,4,3,343,Loyal,DHAKA
C007662,8,89,11318.5,4,1,3,413,Hibernating,RAJSHAHI
C007663,15,109,12640.25,3,3,5,335,Loyal,DHAKA
C007664,10,104,10876.0,4,2,2,422,Hibernating,DHAKA
C007665,52,108,11310.0,1,3,3,133,Potential,DHAKA
C007666,46,125,13349.25,1,5,5,155,Potential,DHAKA
C007667,12,109,11144.0,4,3,3,433,Loyal,DHAKA
C007668,147,94,10048.5,1,1,1,111,Potential,DHAKA
C007669,36,95,9155.25,2,1,1,211,Hibernating,RANGPUR
C007670,8,122,12782.75,4,5,5,455,Champion,DHAKA
C007671,18,128,13087.0,3,5,5,355,Loyal,SYLHET
C007672,13,114,11881.25,4,4,4,444,Champion,DHAKA
C007673,24,132,14260.25,2,5,5,255,Hibernating,BARISAL
C007674,53,113,12749.0,1,4,5,145,Potential,DHAKA
C007675,38,121,12974.5,2,5,5,255,Hibernating,CHITTAGONG
C007676,106,124,13711.25,1,5,5,155,Potential,BARISAL
C007677,7,102,10654.75,4,2,2,422,Hibernating,KHULNA
C007678,39,111,12330.0,1,3,4,134,Potential,BARISAL
C007679,14,98,10040.75,3,1,1,311,Hibernating,DHAKA
C007680,2,125,13537.0,5,5,5,555,Champion,CHITTAGONG
C007681,5,106,12499.25,5,2,4,524,Hibernating,CHITTAGONG
C007682,14,102,12017.5,3,2,4,324,Hibernating,KHULNA
C007683,40,111,10688.0,1,3,2,132,Potential,RAJSHAHI
C007684,2,114,11292.5,5,4,3,543,Loyal,DHAKA
C007685,18,115,10703.5,3,4,2,342,Loyal,DHAKA
C007686,5,115,11615.0,5,4,3,543,Loyal,BARISAL
C007687,1,117,12298.0,5,4,4,544,Champion,CHITTAGONG
C007688,43,108,11868.5,1,3,4,134,Potential,DHAKA
C007689,5,109,13116.5,5,3,5,535,Loyal,CHITTAGONG
C007690,24,121,12248.0,2,5,4,254,Hibernating,DHAKA
C007691,23,98,11312.5,3,1,3,313,Hibernating,RANGPUR
C007692,17,131,14424.5,3,5,5,355,Loyal,RANGPUR
C007693,18,102,10939.5,3,2,2,322,Hibernating,RANGPUR
C007694,35,120,12827.75,2,5,5,255,Hibernating,RAJSHAHI
C007695,19,116,12788.25,3,4,5,345,Loyal,DHAKA
C007696,24,99,12977.0,2,1,5,215,Hibernating,RAJSHAHI
C007697,6,107,10119.75,5,3,1,531,Loyal,DHAKA
C007698,8,119,12046.25,4,5,4,454,Champion,DHAKA
C007699,118,107,9828.5,1,3,1,131,Potential,DHAKA
C007700,12,102,10905.5,4,2,2,422,Hibernating,BARISAL
C007701,1,104,9106.0,5,2,1,521,Hibernating,DHAKA
C007702,17,107,10812.0,3,3,2,332,Loyal,BARISAL
C007703,18,110,11385.5,3,3,3,333,Loyal,KHULNA
C007704,17,120,13299.75,3,5,5,355,Loyal,SYLHET
C007705,17,123,12803.25,3,5,5,355,Loyal,DHAKA
C007706,10,103,10645.25,4,2,2,422,Hibernating,DHAKA
C007707,60,102,11235.5,1,2,3,123,Potential,DHAKA
C007708,1,109,11072.25,5,3,3,533,Loyal,DHAKA
C007709,67,130,13179.0,1,5,5,155,Potential,RANGPUR
C007710,8,107,10977.75,4,3,2,432,Loyal,RAJSHAHI
C007711,86,114,10993.25,1,4,2,142,Potential,DHAKA
C007712,7,117,11390.5,4,4,3,443,Loyal,DHAKA
C007713,41,107,11803.25,1,3,4,134,Potential,DHAKA
C007714,29,102,11325.25,2,2,3,223,Hibernating,RAJSHAHI
C007715,8,98,9555.0,4,1,1,411,Hibernating,RANGPUR
C007716,7,125,12774.75,4,5,5,455,Champion,KHULNA
C007717,8,112,12055.25,4,4,4,444,Champion,CHITTAGONG
C007718,6,120,12229.25,5,5,4,554,Champion,RANGPUR
C007719,142,97,10280.5,1,1,1,111,Potential,BARISAL
C007720,13,107,10459.75,4,3,2,432,Loyal,CHITTAGONG
C007721,28,115,11086.25,2,4,3,243,Hibernating,DHAKA
C007722,34,107,10580.5,2,3,2,232,Hibernating,DHAKA
C007723,5,106,12406.5,5,2,4,524,Hibernating,DHAKA
C007724,15,109,11334.5,3,3,3,333,Loyal,SYLHET
C007725,8,107,11473.0,4,3,3,433,Loyal,DHAKA
C007726,16,129,14283.5,3,5,5,355,Loyal,DHAKA
C007727,1,91,9346.25,5,1,1,511,Hibernating,KHULNA
C007728,2,123,12288.0,5,5,4,554,Champion,CHITTAGONG
C007729,27,106,11229.0,2,2,3,223,Hibernating,CHITTAGONG
C007730,21,98,9543.5,3,1,1,311,Hibernating,DHAKA
C007731,17,109,10998.0,3,3,2,332,Loyal,KHULNA
C007732,5,105,12855.25,5,2,5,525,Hibernating,RAJSHAHI
C007733,3,121,13686.5,5,5,5,555,Champion,CHITTAGONG
C007734,52,109,11795.75,1,3,4,134,Potential,KHULNA
C007735,17,96,9459.0,3,1,1,311,Hibernating,DHAKA
C007736,12,110,12721.25,4,3,5,435,Loyal,SYLHET
C007737,28,92,8846.25,2,1,1,211,Hibernating,RAJSHAHI
C007738,34,112,12442.5,2,4,4,244,Hibernating,CHITTAGONG
C007739,13,107,11475.25,4,3,3,433,Loyal,DHAKA
C007740,5,102,11606.0,5,2,3,523,Hibernating,KHULNA
C007741,19,98,9447.0,3,1,1,311,Hibernating,DHAKA
C007742,25,109,11550.0,2,3,3,233,Hibernating,RAJSHAHI
C007743,1,123,11854.5,5,5,4,554,Champion,KHULNA
C007744,12,96,8741.5,4,1,1,411,Hibernating,DHAKA
C007745,10,97,9935.0,4,1,1,411,Hibernating,KHULNA
C007746,57,111,12254.75,1,3,4,134,Potential,KHULNA
C007747,4,121,12728.25,5,5,5,555,Champion,KHULNA
C007748,69,108,12356.75,1,3,4,134,Potential,CHITTAGONG
C007749,2,105,11698.0,5,2,3,523,Hibernating,CHITTAGONG
C007750,6,101,10224.5,5,2,1,521,Hibernating,CHITTAGONG
C007751,5,127,12248.25,5,5,4,554,Champion,CHITTAGONG
C007752,2,118,12369.25,5,4,4,544,Champion,SYLHET
C007753,42,120,12742.5,1,5,5,155,Potential,DHAKA
C007754,17,118,12050.25,3,4,4,344,Loyal,CHITTAGONG
C007755,7,115,12170.5,4,4,4,444,Champion,KHULNA
C007756,5,114,12356.75,5,4,4,544,Champion,DHAKA
C007757,2,91,9499.25,5,1,1,511,Hibernating,SYLHET
C007758,5,120,14581.75,5,5,5,555,Champion,KHULNA
C007759,5,127,13755.25,5,5,5,555,Champion,BARISAL
C007760,19,102,10481.75,3,2,2,322,Hibernating,SYLHET
C007761,56,90,10852.5,1,1,2,112,Potential,RANGPUR
C007762,26,111,12156.5,2,3,4,234,Hibernating,CHITTAGONG
C007763,42,94,8687.5,1,1,1,111,Potential,DHAKA
C007764,32,106,11044.5,2,2,2,222,Hibernating,KHULNA
C007765,3,113,12210.25,5,4,4,544,Champion,DHAKA
C007766,20,108,12291.0,3,3,4,334,Loyal,DHAKA
C007767,9,128,13396.25,4,5,5,455,Champion,RANGPUR
C007768,189,96,10651.25,1,1,2,112,Potential,DHAKA
C007769,7,113,11575.5,4,4,3,443,Loyal,RANGPUR
C007770,53,108,10738.25,1,3,2,132,Potential,SYLHET
C007771,7,115,12112.0,4,4,4,444,Champion,CHITTAGONG
C007772,14,102,10595.25,3,2,2,322,Hibernating,CHITTAGONG
C007773,14,103,9980.0,3,2,1,321,Hibernating,DHAKA
C007774,14,102,12139.5,3,2,4,324,Hibernating,CHITTAGONG
C007775,8,110,12556.25,4,3,4,434,Loyal,DHAKA
C007776,56,109,11229.25,1,3,3,133,Potential,CHITTAGONG
C007777,33,111,12383.25,2,3,4,234,Hibernating,DHAKA
C007778,15,102,10817.75,3,2,2,322,Hibernating,DHAKA
C007779,46,107,11396.25,1,3,3,133,Potential,DHAKA
C007780,35,115,13405.25,2,4,5,245,Hibernating,DHAKA
C007781,25,113,10603.75,2,4,2,242,Hibernating,CHITTAGONG
C007782,56,103,11029.25,1,2,2,122,Potential,CHITTAGONG
C007783,24,117,11355.75,2,4,3,243,Hibernating,DHAKA
C007784,32,110,12063.75,2,3,4,234,Hibernating,DHAKA
C007785,19,109,12133.75,3,3,4,334,Loyal,RAJSHAHI
C007786,12,109,11737.0,4,3,3,433,Loyal,DHAKA
C007787,14,108,11819.25,3,3,4,334,Loyal,DHAKA
C007788,47,111,11564.0,1,3,3,133,Potential,DHAKA
C007789,15,110,11749.25,3,3,3,333,Loyal,DHAKA
C007790,10,113,11985.25,4,4,4,444,Champion,CHITTAGONG
C007791,4,97,10708.25,5,1,2,512,Hibernating,DHAKA
C007792,14,108,10618.0,3,3,2,332,Loyal,CHITTAGONG
C007793,35,137,13679.0,2,5,5,255,Hibernating,DHAKA
C007794,16,108,10702.25,3,3,2,332,Loyal,DHAKA
C007795,22,106,11021.75,3,2,2,322,Hibernating,RAJSHAHI
C007796,2,123,12238.5,5,5,4,554,Champion,RAJSHAHI
C007797,11,109,12248.25,4,3,4,434,Loyal,SYLHET
C007798,31,116,11517.5,2,4,3,243,Hibernating,CHITTAGONG
C007799,24,99,9626.75,2,1,1,211,Hibernating,SYLHET
C007800,4,126,13785.0,5,5,5,555,Champion,RAJSHAHI
C007801,14,110,11043.25,3,3,2,332,Loyal,DHAKA
C007802,44,120,14529.5,1,5,5,155,Potential,CHITTAGONG
C007803,2,95,9603.25,5,1,1,511,Hibernating,DHAKA
C007804,6,99,10960.25,5,1,2,512,Hibernating,DHAKA
C007805,14,116,11302.0,3,4,3,343,Loyal,RANGPUR
C007806,37,106,11369.75,2,2,3,223,Hibernating,CHITTAGONG
C007807,17,113,12992.75,3,4,5,345,Loyal,DHAKA
C007808,20,102,9989.25,3,2,1,321,Hibernating,CHITTAGONG
C007809,44,114,11430.25,1,4,3,143,Potential,KHULNA
C007810,3,112,11802.5,5,4,4,544,Champion,DHAKA
C007811,1,115,11320.0,5,4,3,543,Loyal,DHAKA
C007812,79,116,13342.0,1,4,5,145,Potential,KHULNA
C007813,42,94,9346.75,1,1,1,111,Potential,CHITTAGONG
C007814,2,116,11629.5,5,4,3,543,Loyal,DHAKA
C007815,1,99,11491.0,5,1,3,513,Hibernating,CHITTAGONG
C007816,41,117,12201.75,1,4,4,144,Potential,DHAKA
C007817,9,97,10172.0,4,1,1,411,Hibernating,DHAKA
C007818,1,106,10320.25,5,2,2,522,Hibernating,DHAKA
C007819,51,87,8468.75,1,1,1,111,Potential,RANGPUR
C007820,19,107,10079.25,3,3,1,331,Loyal,KHULNA
C007821,14,126,14181.0,3,5,5,355,Loyal,RAJSHAHI
C007822,41,95,8869.0,1,1,1,111,Potential,DHAKA
C007823,12,114,11013.25,4,4,2,442,Loyal,RAJSHAHI
C007824,21,108,11500.0,3,3,3,333,Loyal,DHAKA
C007825,28,106,11659.75,2,2,3,223,Hibernating,RAJSHAHI
C007826,19,101,9758.75,3,2,1,321,Hibernating,SYLHET
C007827,127,98,11027.0,1,1,2,112,Potential,RANGPUR
C007828,28,97,8907.75,2,1,1,211,Hibernating,CHITTAGONG
C007829,36,99,10245.75,2,1,1,211,Hibernating,DHAKA
C007830,48,121,11819.75,1,5,4,154,Potential,CHITTAGONG
C007831,43,92,12600.75,1,1,4,114,Potential,CHITTAGONG
C007832,19,111,11165.75,3,3,3,333,Loyal,CHITTAGONG
C007833,42,86,9914.5,1,1,1,111,Potential,CHITTAGONG
C007834,20,112,11983.25,3,4,4,344,Loyal,BARISAL
C007835,1,105,10558.75,5,2,2,522,Hibernating,CHITTAGONG
C007836,1,93,9447.0,5,1,1,511,Hibernating,RANGPUR
C007837,21,110,10829.0,3,3,2,332,Loyal,RAJSHAHI
C007838,6,119,14092.5,5,5,5,555,Champion,KHULNA
C007839,4,112,11876.0,5,4,4,544,Champion,BARISAL
C007840,47,105,11495.0,1,2,3,123,Potential,BARISAL
C007841,13,115,11944.75,4,4,4,444,Champion,RAJSHAHI
C007842,51,100,9982.5,1,1,1,111,Potential,DHAKA
C007843,31,115,12349.25,2,4,4,244,Hibernating,BARISAL
C007844,10,118,13166.5,4,4,5,445,Champion,DHAKA
C007845,10,102,10903.5,4,2,2,422,Hibernating,BARISAL
C007846,15,115,11216.0,3,4,3,343,Loyal,CHITTAGONG
C007847,34,106,11978.0,2,2,4,224,Hibernating,SYLHET
C007848,14,112,12291.0,3,4,4,344,Loyal,CHITTAGONG
C007849,2,112,12430.75,5,4,4,544,Champion,KHULNA
C007850,37,91,8698.5,2,1,1,211,Hibernating,BARISAL
C007851,1,120,12380.25,5,5,4,554,Champion,DHAKA
C007852,55,105,12621.75,1,2,5,125,Potential,RAJSHAHI
C007853,1,113,11785.25,5,4,3,543,Loyal,DHAKA
C007854,31,120,13468.25,2,5,5,255,Hibernating,CHITTAGONG
C007855,8,109,11513.75,4,3,3,433,Loyal,DHAKA
C007856,16,112,10360.5,3,4,2,342,Loyal,DHAKA
C007857,27,119,12029.0,2,5,4,254,Hibernating,CHITTAGONG
C007858,14,109,12489.5,3,3,4,334,Loyal,CHITTAGONG
C007859,32,102,10567.5,2,2,2,222,Hibernating,DHAKA
C007860,4,109,10843.5,5,3,2,532,Loyal,CHITTAGONG
C007861,24,119,14819.75,2,5,5,255,Hibernating,RANGPUR
C007862,84,123,12869.75,1,5,5,155,Potential,SYLHET
C007863,25,78,8280.5,2,1,1,211,Hibernating,CHITTAGONG
C007864,28,106,11396.75,2,2,3,223,Hibernating,RAJSHAHI
C007865,15,108,9615.5,3,3,1,331,Loyal,RAJSHAHI
C007866,14,107,10887.25,3,3,2,332,Loyal,BARISAL
C007867,82,103,10532.75,1,2,2,122,Potential,CHITTAGONG
C007868,5,110,12087.5,5,3,4,534,Loyal,SYLHET
C007869,9,118,12869.0,4,4,5,445,Champion,DHAKA
C007870,17,100,12763.75,3,1,5,315,Hibernating,BARISAL
C007871,8,114,13467.25,4,4,5,445,Champion,SYLHET
C007872,20,111,12295.5,3,3,4,334,Loyal,CHITTAGONG
C007873,4,97,8977.75,5,1,1,511,Hibernating,DHAKA
C007874,14,120,12538.5,3,5,4,354,Loyal,DHAKA
C007875,5,102,12141.75,5,2,4,524,Hibernating,DHAKA
C007876,20,122,12509.25,3,5,4,354,Loyal,CHITTAGONG
C007877,26,124,13208.75,2,5,5,255,Hibernating,KHULNA
C007878,14,94,11002.5,3,1,2,312,Hibernating,DHAKA
C007879,47,103,10584.5,1,2,2,122,Potential,KHULNA
C007880,41,118,11462.5,1,4,3,143,Potential,CHITTAGONG
C007881,15,79,7700.0,3,1,1,311,Hibernating,KHULNA
C007882,23,117,12016.25,3,4,4,344,Loyal,DHAKA
C007883,72,112,11346.25,1,4,3,143,Potential,DHAKA
C007884,25,113,10172.75,2,4,1,241,Hibernating,BARISAL
C007885,3,112,11975.0,5,4,4,544,Champion,CHITTAGONG
C007886,15,106,10774.0,3,2,2,322,Hibernating,DHAKA
C007887,7,101,10457.5,4,2,2,422,Hibernating,KHULNA
C007888,9,128,12392.5,4,5,4,454,Champion,DHAKA
C007889,41,95,10418.0,1,1,2,112,Potential,RAJSHAHI
C007890,6,101,10686.0,5,2,2,522,Hibernating,RANGPUR
C007891,61,119,12987.75,1,5,5,155,Potential,CHITTAGONG
C007892,11,114,11592.25,4,4,3,443,Loyal,DHAKA
C007893,2,96,9502.25,5,1,1,511,Hibernating,CHITTAGONG
C007894,20,87,9425.75,3,1,1,311,Hibernating,RAJSHAHI
C007895,10,97,10854.75,4,1,2,412,Hibernating,CHITTAGONG
C007896,30,110,11949.0,2,3,4,234,Hibernating,CHITTAGONG
C007897,57,95,9169.25,1,1,1,111,Potential,CHITTAGONG
C007898,3,122,12133.0,5,5,4,554,Champion,DHAKA
C007899,4,111,13800.75,5,3,5,535,Loyal,DHAKA
C007900,21,126,13418.5,3,5,5,355,Loyal,KHULNA
C007901,7,98,7890.25,4,1,1,411,Hibernating,KHULNA
C007902,8,103,12411.75,4,2,4,424,Hibernating,CHITTAGONG
C007903,9,99,11029.0,4,1,2,412,Hibernating,KHULNA
C007904,5,111,11919.75,5,3,4,534,Loyal,CHITTAGONG
C007905,20,110,11652.5,3,3,3,333,Loyal,DHAKA
C007906,67,79,8203.25,1,1,1,111,Potential,CHITTAGONG
C007907,4,122,12371.75,5,5,4,554,Champion,DHAKA
C007908,19,115,12705.75,3,4,5,345,Loyal,DHAKA
C007909,47,109,11980.75,1,3,4,134,Potential,CHITTAGONG
C007910,43,117,12051.75,1,4,4,144,Potential,CHITTAGONG
C007911,11,100,9354.5,4,1,1,411,Hibernating,DHAKA
C007912,8,109,12418.25,4,3,4,434,Loyal,SYLHET
C007913,47,115,11631.25,1,4,3,143,Potential,KHULNA
C007914,29,106,10676.0,2,2,2,222,Hibernating,DHAKA
C007915,12,110,11639.5,4,3,3,433,Loyal,BARISAL
C007916,3,116,11597.5,5,4,3,543,Loyal,SYLHET
C007917,23,96,10322.0,3,1,2,312,Hibernating,SYLHET
C007918,3,124,14617.0,5,5,5,555,Champion,CHITTAGONG
C007919,2,112,12067.25,5,4,4,544,Champion,DHAKA
C007920,7,111,12330.0,4,3,4,434,Loyal,SYLHET
C007921,32,107,12444.0,2,3,4,234,Hibernating,RAJSHAHI
C007922,84,99,11547.25,1,1,3,113,Potential,DHAKA
C007923,39,96,10601.75,1,1,2,112,Potential,RAJSHAHI
C007924,9,135,15584.0,4,5,5,455,Champion,RAJSHAHI
C007925,3,103,11286.25,5,2,3,523,Hibernating,RAJSHAHI
C007926,2,97,10115.75,5,1,1,511,Hibernating,RANGPUR
C007927,12,120,12702.25,4,5,5,455,Champion,DHAKA
C007928,40,112,12497.5,1,4,4,144,Potential,KHULNA
C007929,21,98,9890.25,3,1,1,311,Hibernating,DHAKA
C007930,13,110,10310.5,4,3,1,431,Loyal,KHULNA
C007931,25,109,10977.25,2,3,2,232,Hibernating,DHAKA
C007932,13,112,12693.0,4,4,5,445,Champion,DHAKA
C007933,31,116,13769.25,2,4,5,245,Hibernating,CHITTAGONG
C007934,10,115,11247.5,4,4,3,443,Loyal,DHAKA
C007935,52,118,12932.25,1,4,5,145,Potential,RAJSHAHI
C007936,28,84,9262.25,2,1,1,211,Hibernating,RANGPUR
C007937,10,127,12391.5,4,5,4,454,Champion,RAJSHAHI
C007938,3,117,12186.25,5,4,4,544,Champion,DHAKA
C007939,10,118,11661.5,4,4,3,443,Loyal,KHULNA
C007940,3,104,10874.0,5,2,2,522,Hibernating,CHITTAGONG
C007941,9,112,12947.0,4,4,5,445,Champion,KHULNA
C007942,7,112,13102.25,4,4,5,445,Champion,DHAKA
C007943,26,100,11609.5,2,1,3,213,Hibernating,KHULNA
C007944,71,89,9246.5,1,1,1,111,Potential,DHAKA
C007945,21,117,12800.0,3,4,5,345,Loyal,RAJSHAHI
C007946,7,108,10154.75,4,3,1,431,Loyal,BARISAL
C007947,2,104,10191.5,5,2,1,521,Hibernating,CHITTAGONG
C007948,8,125,11931.5,4,5,4,454,Champion,RAJSHAHI
C007949,29,116,12394.75,2,4,4,244,Hibernating,KHULNA
C007950,14,103,11553.5,3,2,3,323,Hibernating,DHAKA
C007951,25,113,11916.5,2,4,4,244,Hibernating,KHULNA
C007952,45,90,8100.75,1,1,1,111,Potential,DHAKA
C007953,39,131,12644.5,1,5,5,155,Potential,BARISAL
C007954,11,107,10791.5,4,3,2,432,Loyal,DHAKA
C007955,17,107,11463.75,3,3,3,333,Loyal,CHITTAGONG
C007956,66,110,10379.5,1,3,2,132,Potential,DHAKA
C007957,23,118,12962.75,3,4,5,345,Loyal,DHAKA
C007958,8,101,10825.25,4,2,2,422,Hibernating,DHAKA
C007959,36,108,11691.25,2,3,3,233,Hibernating,BARISAL
C007960,6,115,11593.25,5,4,3,543,Loyal,DHAKA
C007961,6,98,10975.5,5,1,2,512,Hibernating,RANGPUR
C007962,1,112,11937.5,5,4,4,544,Champion,KHULNA
C007963,15,117,12856.5,3,4,5,345,Loyal,SYLHET
C007964,38,103,10328.0,2,2,2,222,Hibernating,DHAKA
C007965,22,116,15232.0,3,4,5,345,Loyal,KHULNA
C007966,46,123,11356.25,1,5,3,153,Potential,BARISAL
C007967,8,130,14123.0,4,5,5,455,Champion,CHITTAGONG
C007968,52,131,12872.25,1,5,5,155,Potential,RAJSHAHI
C007969,26,100,10409.25,2,1,2,212,Hibernating,SYLHET
C007970,2,105,11220.25,5,2,3,523,Hibernating,DHAKA
C007971,41,112,11227.75,1,4,3,143,Potential,RAJSHAHI
C007972,25,114,12930.0,2,4,5,245,Hibernating,RAJSHAHI
C007973,5,97,9107.75,5,1,1,511,Hibernating,CHITTAGONG
C007974,10,104,9251.5,4,2,1,421,Hibernating,KHULNA
C007975,9,123,14872.5,4,5,5,455,Champion,CHITTAGONG
C007976,30,114,12274.5,2,4,4,244,Hibernating,CHITTAGONG
C007977,29,108,11629.5,2,3,3,233,Hibernating,CHITTAGONG
C007978,7,115,12099.25,4,4,4,444,Champion,RAJSHAHI
C007979,74,115,12699.0,1,4,5,145,Potential,DHAKA
C007980,53,96,8797.0,1,1,1,111,Potential,SYLHET
C007981,30,108,11008.0,2,3,2,232,Hibernating,CHITTAGONG
C007982,36,106,12472.0,2,2,4,224,Hibernating,DHAKA
C007983,8,119,11447.25,4,5,3,453,Loyal,CHITTAGONG
C007984,39,93,9350.0,1,1,1,111,Potential,RANGPUR
C007985,19,112,12793.75,3,4,5,345,Loyal,DHAKA
C007986,6,105,10091.25,5,2,1,521,Hibernating,DHAKA
C007987,28,119,12432.0,2,5,4,254,Hibernating,KHULNA
C007988,9,101,10206.25,4,2,1,421,Hibernating,KHULNA
C007989,31,104,10714.5,2,2,2,222,Hibernating,RAJSHAHI
C007990,17,122,13236.75,3,5,5,355,Loyal,KHULNA
C007991,5,115,11250.25,5,4,3,543,Loyal,RAJSHAHI
C007992,21,103,10446.5,3,2,2,322,Hibernating,BARISAL
C007993,7,132,14476.75,4,5,5,455,Champion,CHITTAGONG
C007994,98,84,8712.75,1,1,1,111,Potential,DHAKA
C007995,13,109,11885.0,4,3,4,434,Loyal,CHITTAGONG
C007996,35,106,11329.5,2,2,3,223,Hibernating,CHITTAGONG
C007997,46,119,12130.5,1,5,4,154,Potential,SYLHET
C007998,66,97,11171.0,1,1,3,113,Potential,RAJSHAHI
C007999,16,104,10463.25,3,2,2,322,Hibernating,DHAKA
C008000,16,100,10805.25,3,1,2,312,Hibernating,DHAKA
C008001,63,123,11414.75,1,5,3,153,Potential,RAJSHAHI
C008002,59,115,11551.0,1,4,3,143,Potential,CHITTAGONG
C008003,2,109,12146.5,5,3,4,534,Loyal,KHULNA
C008004,22,99,9861.75,3,1,1,311,Hibernating,DHAKA
C008005,105,131,13975.25,1,5,5,155,Potential,SYLHET
C008006,9,106,10392.5,4,2,2,422,Hibernating,DHAKA
C008007,5,106,12416.5,5,2,4,524,Hibernating,DHAKA
C008008,9,108,11207.5,4,3,3,433,Loyal,DHAKA
C008009,74,118,16194.75,1,4,5,145,Potential,RAJSHAHI
C008010,1,119,12122.5,5,5,4,554,Champion,CHITTAGONG
C008011,90,109,12383.25,1,3,4,134,Potential,DHAKA
C008012,17,112,12182.75,3,4,4,344,Loyal,SYLHET
C008013,49,105,10210.5,1,2,1,121,Potential,DHAKA
C008014,16,102,12741.25,3,2,5,325,Hibernating,CHITTAGONG
C008015,20,124,13688.0,3,5,5,355,Loyal,KHULNA
C008016,53,111,12625.75,1,3,5,135,Potential,DHAKA
C008017,1,115,12164.5,5,4,4,544,Champion,DHAKA
C008018,34,120,11779.25,2,5,3,253,Hibernating,DHAKA
C008019,41,98,11204.75,1,1,3,113,Potential,BARISAL
C008020,20,100,10178.5,3,1,1,311,Hibernating,CHITTAGONG
C008021,103,107,11607.5,1,3,3,133,Potential,RANGPUR
C008022,7,106,11831.0,4,2,4,424,Hibernating,RAJSHAHI
C008023,15,120,12199.75,3,5,4,354,Loyal,DHAKA
C008024,23,106,10853.5,3,2,2,322,Hibernating,RANGPUR
C008025,8,97,10920.5,4,1,2,412,Hibernating,KHULNA
C008026,56,112,11891.75,1,4,4,144,Potential,DHAKA
C008027,44,94,10886.75,1,1,2,112,Potential,DHAKA
C008028,24,106,10452.0,2,2,2,222,Hibernating,RANGPUR
C008029,21,112,11517.0,3,4,3,343,Loyal,CHITTAGONG
C008030,13,103,10558.0,4,2,2,422,Hibernating,DHAKA
C008031,1,101,10621.25,5,2,2,522,Hibernating,DHAKA
C008032,55,104,10833.25,1,2,2,122,Potential,DHAKA
C008033,5,116,11696.5,5,4,3,543,Loyal,BARISAL
C008034,38,107,11017.0,2,3,2,232,Hibernating,BARISAL
C008035,12,91,7859.25,4,1,1,411,Hibernating,DHAKA
C008036,12,105,10897.25,4,2,2,422,Hibernating,DHAKA
C008037,31,114,11201.75,2,4,3,243,Hibernating,DHAKA
C008038,21,104,11459.75,3,2,3,323,Hibernating,SYLHET
C008039,18,112,12453.0,3,4,4,344,Loyal,CHITTAGONG
C008040,6,119,11754.25,5,5,3,553,Loyal,CHITTAGONG
C008041,21,93,9178.25,3,1,1,311,Hibernating,CHITTAGONG
C008042,11,96,10527.25,4,1,2,412,Hibernating,CHITTAGONG
C008043,12,105,11823.5,4,2,4,424,Hibernating,SYLHET
C008044,15,115,12916.0,3,4,5,345,Loyal,CHITTAGONG
C008045,3,103,10633.25,5,2,2,522,Hibernating,BARISAL
C008046,67,124,13774.25,1,5,5,155,Potential,BARISAL
C008047,9,113,12140.25,4,4,4,444,Champion,DHAKA
